prompt,prefix,suffix
"small plush Selkirk Rex kitten, small jump, text""やったー！""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Selkirk Rex kitten, apologetic pose, text""すみません""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Selkirk Rex kitten, droopy ears, text""ごめんなさい""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Selkirk Rex kitten, pointing softly, text""気を付けてください""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Selkirk Rex kitten, relieved look, text""おかげさまで""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Selkirk Rex kitten, brisk walk pose, text""今向かってます！""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Selkirk Rex kitten, tiny salute, text""OK""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Selkirk Rex kitten, soft tired eyes, text""おつかれさまです""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Selkirk Rex kitten, returning home pose, text""ただいま""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Selkirk Rex kitten, celebrating gently, text""おめでとうございます""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Selkirk Rex kitten, holding blanket, text""おだいじに""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Selkirk Rex kitten, nodding once, text""わかりました""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Selkirk Rex kitten, little encouragement, text""がんばってください""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Selkirk Rex kitten, soft evening light pose, text""こんばんは""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Selkirk Rex kitten, worried look, text""どうしました？""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Selkirk Rex kitten, soft smile, text""どういたしまして""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Selkirk Rex kitten, relaxing pose, text""おつかれさまでした""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Selkirk Rex kitten, greeting softly, text""こんにちは""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Selkirk Rex kitten, waving gently, text""またね""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Selkirk Rex kitten, sparkling smile, text""うれしいです""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Selkirk Rex kitten, tiny bow, text""おねがいします""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Selkirk Rex kitten, holding paws together, text""ありがとうございます""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Selkirk Rex kitten, relaxed expression, text""了解です！""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Selkirk Rex kitten, joyful jump, text""すごーい！""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Selkirk Rex kitten, tiny wave, text""ハーイ！""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Selkirk Rex kitten, simple nod, text""OKです""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Selkirk Rex kitten, calm posture, text""のんびりいこう""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Selkirk Rex kitten, confused tilt, text""？""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Selkirk Rex kitten, expressive stance, text""！""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Selkirk Rex kitten, gentle nod, text""大丈夫です""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Selkirk Rex kitten, apologetic eyes, text""連絡おそくなりました""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Selkirk Rex kitten, hands-off gesture, text""返信不要です""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Selkirk Rex kitten, admiration look, text""素敵です""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Selkirk Rex kitten, soft blink, text""なるほど…""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Selkirk Rex kitten, tiny bow, text""ごめんください""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Selkirk Rex kitten, puff cheeks, text""怒ってます！""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Selkirk Rex kitten, mild nod, text""なるほど""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Selkirk Rex kitten, polite bow, text""よろしくお願いします""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Selkirk Rex kitten, morning stretch, text""おはよう""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Selkirk Rex kitten, delighted eyes, text""うれしいです！""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
"small plush Selkirk Rex kitten, firm nod, text""了解です""","small plush animal character with soft realistic fur texture, round and chubby body, short limbs, simple expressionless eyes, wearing soft fabric accessories, tied neatly or arranged naturally, soft indoor lighting, warm cozy color tone, sunlight softly filtering through the air, realistic plush doll photography style with gentle depth of field and subtle vignette

#",", bold centered safe"
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
