prompt,prefix,suffix
"Japanese text “今年は跳ねる年！” energetic woman with long black hair, jumping pose, text color gold, bright front light  ","realistic beautiful anime-style illustration, high-detail lighting and vivid color contrast,
set against a solid bright sky-blue background (flat color, no gradient, no transparency),  
the entire head and hairstyle must be fully visible with clear space above,  
centered framing showing head to waist,  
moderately large bold Japanese text,  
colored in one or two harmonious tones randomly chosen per image  
(from red, orange, pink, yellow, black, or gray),  
consistent single-color appearance within each image,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping key features like face or hands,  
outlined with subtle dark border for readability and contrast (no white outline),  
maintains consistent margin and balanced placement across all images,  
natural winter light, calm confident mood.  

#",
"Japanese text “スタートラインに立つ！” confident woman with ponytail in beige costume, forward pose, text color black, strong light  ","realistic beautiful anime-style illustration, high-detail lighting and vivid color contrast,
set against a solid bright sky-blue background (flat color, no gradient, no transparency),  
the entire head and hairstyle must be fully visible with clear space above,  
centered framing showing head to waist,  
moderately large bold Japanese text,  
colored in one or two harmonious tones randomly chosen per image  
(from red, orange, pink, yellow, black, or gray),  
consistent single-color appearance within each image,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping key features like face or hands,  
outlined with subtle dark border for readability and contrast (no white outline),  
maintains consistent margin and balanced placement across all images,  
natural winter light, calm confident mood.  

#",
"Japanese text “お正月気分！” relaxed woman with loose hair and warm smile, text color red, soft composition  ","realistic beautiful anime-style illustration, high-detail lighting and vivid color contrast,
set against a solid bright sky-blue background (flat color, no gradient, no transparency),  
the entire head and hairstyle must be fully visible with clear space above,  
centered framing showing head to waist,  
moderately large bold Japanese text,  
colored in one or two harmonious tones randomly chosen per image  
(from red, orange, pink, yellow, black, or gray),  
consistent single-color appearance within each image,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping key features like face or hands,  
outlined with subtle dark border for readability and contrast (no white outline),  
maintains consistent margin and balanced placement across all images,  
natural winter light, calm confident mood.  

#",
"Japanese text “新年の幕開け！” poised woman with long straight hair in horse hoodie, elegant smile, text color gold, balanced tone  ","realistic beautiful anime-style illustration, high-detail lighting and vivid color contrast,
set against a solid bright sky-blue background (flat color, no gradient, no transparency),  
the entire head and hairstyle must be fully visible with clear space above,  
centered framing showing head to waist,  
moderately large bold Japanese text,  
colored in one or two harmonious tones randomly chosen per image  
(from red, orange, pink, yellow, black, or gray),  
consistent single-color appearance within each image,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping key features like face or hands,  
outlined with subtle dark border for readability and contrast (no white outline),  
maintains consistent margin and balanced placement across all images,  
natural winter light, calm confident mood.  

#",
"Japanese text “今日もがんばろう！” cheerful woman with shoulder-length hair in brown costume, waving hand, text color orange, bright HDR  ","realistic beautiful anime-style illustration, high-detail lighting and vivid color contrast,
set against a solid bright sky-blue background (flat color, no gradient, no transparency),  
the entire head and hairstyle must be fully visible with clear space above,  
centered framing showing head to waist,  
moderately large bold Japanese text,  
colored in one or two harmonious tones randomly chosen per image  
(from red, orange, pink, yellow, black, or gray),  
consistent single-color appearance within each image,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping key features like face or hands,  
outlined with subtle dark border for readability and contrast (no white outline),  
maintains consistent margin and balanced placement across all images,  
natural winter light, calm confident mood.  

#",
"Japanese text “今年もよろしく！” smiling woman with long hair and bangs, calm stance, text color red, morning light  ","realistic beautiful anime-style illustration, high-detail lighting and vivid color contrast,
set against a solid bright sky-blue background (flat color, no gradient, no transparency),  
the entire head and hairstyle must be fully visible with clear space above,  
centered framing showing head to waist,  
moderately large bold Japanese text,  
colored in one or two harmonious tones randomly chosen per image  
(from red, orange, pink, yellow, black, or gray),  
consistent single-color appearance within each image,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping key features like face or hands,  
outlined with subtle dark border for readability and contrast (no white outline),  
maintains consistent margin and balanced placement across all images,  
natural winter light, calm confident mood.  

#",
"Japanese text “ハッピーニューイヤー！” bright woman with ponytail in horse hoodie, thumbs up, text color yellow, vivid light  ","realistic beautiful anime-style illustration, high-detail lighting and vivid color contrast,
set against a solid bright sky-blue background (flat color, no gradient, no transparency),  
the entire head and hairstyle must be fully visible with clear space above,  
centered framing showing head to waist,  
moderately large bold Japanese text,  
colored in one or two harmonious tones randomly chosen per image  
(from red, orange, pink, yellow, black, or gray),  
consistent single-color appearance within each image,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping key features like face or hands,  
outlined with subtle dark border for readability and contrast (no white outline),  
maintains consistent margin and balanced placement across all images,  
natural winter light, calm confident mood.  

#",
"Japanese text “馬のように元気！” fun woman with twin tails in horse onesie, laughing widely, text color gold, centered framing  ","realistic beautiful anime-style illustration, high-detail lighting and vivid color contrast,
set against a solid bright sky-blue background (flat color, no gradient, no transparency),  
the entire head and hairstyle must be fully visible with clear space above,  
centered framing showing head to waist,  
moderately large bold Japanese text,  
colored in one or two harmonious tones randomly chosen per image  
(from red, orange, pink, yellow, black, or gray),  
consistent single-color appearance within each image,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping key features like face or hands,  
outlined with subtle dark border for readability and contrast (no white outline),  
maintains consistent margin and balanced placement across all images,  
natural winter light, calm confident mood.  

#",
"Japanese text “今年は負けない！” confident woman with dark hair and serious gaze, text color red, strong contrast  ","realistic beautiful anime-style illustration, high-detail lighting and vivid color contrast,
set against a solid bright sky-blue background (flat color, no gradient, no transparency),  
the entire head and hairstyle must be fully visible with clear space above,  
centered framing showing head to waist,  
moderately large bold Japanese text,  
colored in one or two harmonious tones randomly chosen per image  
(from red, orange, pink, yellow, black, or gray),  
consistent single-color appearance within each image,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping key features like face or hands,  
outlined with subtle dark border for readability and contrast (no white outline),  
maintains consistent margin and balanced placement across all images,  
natural winter light, calm confident mood.  

#",
"Japanese text “ジャンプスタート！” dynamic woman with wavy brown hair in light costume, jumping pose, text color orange, HDR lighting  ","realistic beautiful anime-style illustration, high-detail lighting and vivid color contrast,
set against a solid bright sky-blue background (flat color, no gradient, no transparency),  
the entire head and hairstyle must be fully visible with clear space above,  
centered framing showing head to waist,  
moderately large bold Japanese text,  
colored in one or two harmonious tones randomly chosen per image  
(from red, orange, pink, yellow, black, or gray),  
consistent single-color appearance within each image,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping key features like face or hands,  
outlined with subtle dark border for readability and contrast (no white outline),  
maintains consistent margin and balanced placement across all images,  
natural winter light, calm confident mood.  

#",
"Japanese text “いい一年にしよう！” smiling woman with soft curls, text color red, front light  ","realistic beautiful anime-style illustration, high-detail lighting and vivid color contrast,
set against a solid bright sky-blue background (flat color, no gradient, no transparency),  
the entire head and hairstyle must be fully visible with clear space above,  
centered framing showing head to waist,  
moderately large bold Japanese text,  
colored in one or two harmonious tones randomly chosen per image  
(from red, orange, pink, yellow, black, or gray),  
consistent single-color appearance within each image,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping key features like face or hands,  
outlined with subtle dark border for readability and contrast (no white outline),  
maintains consistent margin and balanced placement across all images,  
natural winter light, calm confident mood.  

#",
"Japanese text “あけおめ2026！” cheerful woman with long ponytail and big smile, text color gold, bright tone  ","realistic beautiful anime-style illustration, high-detail lighting and vivid color contrast,
set against a solid bright sky-blue background (flat color, no gradient, no transparency),  
the entire head and hairstyle must be fully visible with clear space above,  
centered framing showing head to waist,  
moderately large bold Japanese text,  
colored in one or two harmonious tones randomly chosen per image  
(from red, orange, pink, yellow, black, or gray),  
consistent single-color appearance within each image,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping key features like face or hands,  
outlined with subtle dark border for readability and contrast (no white outline),  
maintains consistent margin and balanced placement across all images,  
natural winter light, calm confident mood.  

#",
"Japanese text “幸せな一年を！” calm woman with brown hair in horse kigurumi, gentle smile, text color pink, even lighting  ","realistic beautiful anime-style illustration, high-detail lighting and vivid color contrast,
set against a solid bright sky-blue background (flat color, no gradient, no transparency),  
the entire head and hairstyle must be fully visible with clear space above,  
centered framing showing head to waist,  
moderately large bold Japanese text,  
colored in one or two harmonious tones randomly chosen per image  
(from red, orange, pink, yellow, black, or gray),  
consistent single-color appearance within each image,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping key features like face or hands,  
outlined with subtle dark border for readability and contrast (no white outline),  
maintains consistent margin and balanced placement across all images,  
natural winter light, calm confident mood.  

#",
"Japanese text “走り抜けよう！” motivated woman with silver hair and strong gaze, text color black, high contrast  ","realistic beautiful anime-style illustration, high-detail lighting and vivid color contrast,
set against a solid bright sky-blue background (flat color, no gradient, no transparency),  
the entire head and hairstyle must be fully visible with clear space above,  
centered framing showing head to waist,  
moderately large bold Japanese text,  
colored in one or two harmonious tones randomly chosen per image  
(from red, orange, pink, yellow, black, or gray),  
consistent single-color appearance within each image,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping key features like face or hands,  
outlined with subtle dark border for readability and contrast (no white outline),  
maintains consistent margin and balanced placement across all images,  
natural winter light, calm confident mood.  

#",
"Japanese text “全開スマイル！” energetic woman with brown hair in horse costume, wide grin, text color red, HDR vivid tone  ","realistic beautiful anime-style illustration, high-detail lighting and vivid color contrast,
set against a solid bright sky-blue background (flat color, no gradient, no transparency),  
the entire head and hairstyle must be fully visible with clear space above,  
centered framing showing head to waist,  
moderately large bold Japanese text,  
colored in one or two harmonious tones randomly chosen per image  
(from red, orange, pink, yellow, black, or gray),  
consistent single-color appearance within each image,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping key features like face or hands,  
outlined with subtle dark border for readability and contrast (no white outline),  
maintains consistent margin and balanced placement across all images,  
natural winter light, calm confident mood.  

#",
"Japanese text “のんびりしよう” relaxed woman with straight hair, closed eyes, text color orange, soft lighting  ","realistic beautiful anime-style illustration, high-detail lighting and vivid color contrast,
set against a solid bright sky-blue background (flat color, no gradient, no transparency),  
the entire head and hairstyle must be fully visible with clear space above,  
centered framing showing head to waist,  
moderately large bold Japanese text,  
colored in one or two harmonious tones randomly chosen per image  
(from red, orange, pink, yellow, black, or gray),  
consistent single-color appearance within each image,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping key features like face or hands,  
outlined with subtle dark border for readability and contrast (no white outline),  
maintains consistent margin and balanced placement across all images,  
natural winter light, calm confident mood.  

#",
"Japanese text “初日の出よりまぶしい！” radiant woman with long black hair in chestnut outfit, proud pose, text color gold, balanced framing  ","realistic beautiful anime-style illustration, high-detail lighting and vivid color contrast,
set against a solid bright sky-blue background (flat color, no gradient, no transparency),  
the entire head and hairstyle must be fully visible with clear space above,  
centered framing showing head to waist,  
moderately large bold Japanese text,  
colored in one or two harmonious tones randomly chosen per image  
(from red, orange, pink, yellow, black, or gray),  
consistent single-color appearance within each image,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping key features like face or hands,  
outlined with subtle dark border for readability and contrast (no white outline),  
maintains consistent margin and balanced placement across all images,  
natural winter light, calm confident mood.  

#",
"Japanese text “2026もよろしく！” polite woman with tied hair, warm expression, text color red, gentle light  ","realistic beautiful anime-style illustration, high-detail lighting and vivid color contrast,
set against a solid bright sky-blue background (flat color, no gradient, no transparency),  
the entire head and hairstyle must be fully visible with clear space above,  
centered framing showing head to waist,  
moderately large bold Japanese text,  
colored in one or two harmonious tones randomly chosen per image  
(from red, orange, pink, yellow, black, or gray),  
consistent single-color appearance within each image,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping key features like face or hands,  
outlined with subtle dark border for readability and contrast (no white outline),  
maintains consistent margin and balanced placement across all images,  
natural winter light, calm confident mood.  

#",
"Japanese text “あけおめ！” cheerful woman with short brown hair in horse kigurumi, smiling brightly, text color red, warm front light  ","realistic beautiful anime-style illustration, high-detail lighting and vivid color contrast,
set against a solid bright sky-blue background (flat color, no gradient, no transparency),  
the entire head and hairstyle must be fully visible with clear space above,  
centered framing showing head to waist,  
moderately large bold Japanese text,  
colored in one or two harmonious tones randomly chosen per image  
(from red, orange, pink, yellow, black, or gray),  
consistent single-color appearance within each image,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping key features like face or hands,  
outlined with subtle dark border for readability and contrast (no white outline),  
maintains consistent margin and balanced placement across all images,  
natural winter light, calm confident mood.  

#",
"Japanese text “新年スタートダッシュ！” confident woman with long black hair in horse hoodie, raising fist, text color gold, vivid morning light  ","realistic beautiful anime-style illustration, high-detail lighting and vivid color contrast,
set against a solid bright sky-blue background (flat color, no gradient, no transparency),  
the entire head and hairstyle must be fully visible with clear space above,  
centered framing showing head to waist,  
moderately large bold Japanese text,  
colored in one or two harmonious tones randomly chosen per image  
(from red, orange, pink, yellow, black, or gray),  
consistent single-color appearance within each image,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping key features like face or hands,  
outlined with subtle dark border for readability and contrast (no white outline),  
maintains consistent margin and balanced placement across all images,  
natural winter light, calm confident mood.  

#",
"Japanese text “2026も全力で！” energetic woman with silver bob hair in brown horse hoodie, dynamic pose, text color black, side lighting  ","realistic beautiful anime-style illustration, high-detail lighting and vivid color contrast,
set against a solid bright sky-blue background (flat color, no gradient, no transparency),  
the entire head and hairstyle must be fully visible with clear space above,  
centered framing showing head to waist,  
moderately large bold Japanese text,  
colored in one or two harmonious tones randomly chosen per image  
(from red, orange, pink, yellow, black, or gray),  
consistent single-color appearance within each image,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping key features like face or hands,  
outlined with subtle dark border for readability and contrast (no white outline),  
maintains consistent margin and balanced placement across all images,  
natural winter light, calm confident mood.  

#",
"Japanese text “あけおめ！” confident man with short brown hair in horse hoodie, smiling broadly, text color red, warm HDR light  ","high-quality 3D-style digital render of a handsome man celebrating the New Year,  
realistic anime-inspired style with soft HDR lighting and vivid color contrast,  
set against a solid bright sky-blue background (flat color, no gradient, no transparency),  
the entire head and hairstyle must be fully visible with clear space above,  
centered framing showing head to waist,  
moderately large bold Japanese text,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping face or hands,  
outlined with subtle dark border for readability and contrast (no white outline),  
maintains consistent margin and balanced placement across all images,  
natural winter light, calm confident mood.  

#",
"Japanese text “走り出せ！” strong man with black hair in brown horse kigurumi, leaning forward, text color gold, side lighting  ","high-quality 4D-style digital render of a handsome man celebrating the New Year,  
realistic anime-inspired style with soft HDR lighting and vivid color contrast,  
set against a solid bright sky-blue background (flat color, no gradient, no transparency),  
the entire head and hairstyle must be fully visible with clear space above,  
centered framing showing head to waist,  
moderately large bold Japanese text,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping face or hands,  
outlined with subtle dark border for readability and contrast (no white outline),  
maintains consistent margin and balanced placement across all images,  
natural winter light, calm confident mood.  

#",
"Japanese text “新年スタート！” cheerful man with wavy blond hair in beige horse outfit, waving hand, text color orange, front HDR light  ","high-quality 5D-style digital render of a handsome man celebrating the New Year,  
realistic anime-inspired style with soft HDR lighting and vivid color contrast,  
set against a solid bright sky-blue background (flat color, no gradient, no transparency),  
the entire head and hairstyle must be fully visible with clear space above,  
centered framing showing head to waist,  
moderately large bold Japanese text,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping face or hands,  
outlined with subtle dark border for readability and contrast (no white outline),  
maintains consistent margin and balanced placement across all images,  
natural winter light, calm confident mood.  

#",
"Japanese text “馬力で勝負！” determined man with silver-gray hair, pointing forward, text color red, balanced composition  ","high-quality 6D-style digital render of a handsome man celebrating the New Year,  
realistic anime-inspired style with soft HDR lighting and vivid color contrast,  
set against a solid bright sky-blue background (flat color, no gradient, no transparency),  
the entire head and hairstyle must be fully visible with clear space above,  
centered framing showing head to waist,  
moderately large bold Japanese text,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping face or hands,  
outlined with subtle dark border for readability and contrast (no white outline),  
maintains consistent margin and balanced placement across all images,  
natural winter light, calm confident mood.  

#",
"Japanese text “福を呼ぶ男” calm man with chestnut hair and soft smile, hands on hips, text color gold, soft HDR tone  ","high-quality 7D-style digital render of a handsome man celebrating the New Year,  
realistic anime-inspired style with soft HDR lighting and vivid color contrast,  
set against a solid bright sky-blue background (flat color, no gradient, no transparency),  
the entire head and hairstyle must be fully visible with clear space above,  
centered framing showing head to waist,  
moderately large bold Japanese text,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping face or hands,  
outlined with subtle dark border for readability and contrast (no white outline),  
maintains consistent margin and balanced placement across all images,  
natural winter light, calm confident mood.  

#",
"Japanese text “正月パワーMAX！” lively man with spiky brown hair in horse hoodie, grinning, text color black, vivid tone  ","high-quality 8D-style digital render of a handsome man celebrating the New Year,  
realistic anime-inspired style with soft HDR lighting and vivid color contrast,  
set against a solid bright sky-blue background (flat color, no gradient, no transparency),  
the entire head and hairstyle must be fully visible with clear space above,  
centered framing showing head to waist,  
moderately large bold Japanese text,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping face or hands,  
outlined with subtle dark border for readability and contrast (no white outline),  
maintains consistent margin and balanced placement across all images,  
natural winter light, calm confident mood.  

#",
"Japanese text “全力で駆け抜ける！” athletic man with ponytail and scarf, running pose, text color orange, HDR light  ","high-quality 9D-style digital render of a handsome man celebrating the New Year,  
realistic anime-inspired style with soft HDR lighting and vivid color contrast,  
set against a solid bright sky-blue background (flat color, no gradient, no transparency),  
the entire head and hairstyle must be fully visible with clear space above,  
centered framing showing head to waist,  
moderately large bold Japanese text,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping face or hands,  
outlined with subtle dark border for readability and contrast (no white outline),  
maintains consistent margin and balanced placement across all images,  
natural winter light, calm confident mood.  

#",
"Japanese text “笑って迎える一年” relaxed man with short dark hair, open smile, text color red, warm front light  ","high-quality 10D-style digital render of a handsome man celebrating the New Year,  
realistic anime-inspired style with soft HDR lighting and vivid color contrast,  
set against a solid bright sky-blue background (flat color, no gradient, no transparency),  
the entire head and hairstyle must be fully visible with clear space above,  
centered framing showing head to waist,  
moderately large bold Japanese text,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping face or hands,  
outlined with subtle dark border for readability and contrast (no white outline),  
maintains consistent margin and balanced placement across all images,  
natural winter light, calm confident mood.  

#",
"Japanese text “のんびり正月” gentle man with medium brown hair, sitting pose, text color black, soft ambient  ","high-quality 11D-style digital render of a handsome man celebrating the New Year,  
realistic anime-inspired style with soft HDR lighting and vivid color contrast,  
set against a solid bright sky-blue background (flat color, no gradient, no transparency),  
the entire head and hairstyle must be fully visible with clear space above,  
centered framing showing head to waist,  
moderately large bold Japanese text,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping face or hands,  
outlined with subtle dark border for readability and contrast (no white outline),  
maintains consistent margin and balanced placement across all images,  
natural winter light, calm confident mood.  

#",
"Japanese text “新年、始動！” cool man with silver hair, folded arms, text color gold, side HDR lighting  ","high-quality 12D-style digital render of a handsome man celebrating the New Year,  
realistic anime-inspired style with soft HDR lighting and vivid color contrast,  
set against a solid bright sky-blue background (flat color, no gradient, no transparency),  
the entire head and hairstyle must be fully visible with clear space above,  
centered framing showing head to waist,  
moderately large bold Japanese text,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping face or hands,  
outlined with subtle dark border for readability and contrast (no white outline),  
maintains consistent margin and balanced placement across all images,  
natural winter light, calm confident mood.  

#",
"Japanese text “おめでとうございます！” smiling man with tidy hair and polite expression, text color orange, bright HDR light  ","high-quality 13D-style digital render of a handsome man celebrating the New Year,  
realistic anime-inspired style with soft HDR lighting and vivid color contrast,  
set against a solid bright sky-blue background (flat color, no gradient, no transparency),  
the entire head and hairstyle must be fully visible with clear space above,  
centered framing showing head to waist,  
moderately large bold Japanese text,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping face or hands,  
outlined with subtle dark border for readability and contrast (no white outline),  
maintains consistent margin and balanced placement across all images,  
natural winter light, calm confident mood.  

#",
"Japanese text “走り続ける男” confident man with short black hair, dynamic pose, text color red, strong contrast  ","high-quality 14D-style digital render of a handsome man celebrating the New Year,  
realistic anime-inspired style with soft HDR lighting and vivid color contrast,  
set against a solid bright sky-blue background (flat color, no gradient, no transparency),  
the entire head and hairstyle must be fully visible with clear space above,  
centered framing showing head to waist,  
moderately large bold Japanese text,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping face or hands,  
outlined with subtle dark border for readability and contrast (no white outline),  
maintains consistent margin and balanced placement across all images,  
natural winter light, calm confident mood.  

#",
