prompt,prefix,suffix
"A muscular woman holding an otoshidama envelope, Japanese text “お年玉どうぞ！”","Ultra-realistic digital illustration of an extremely muscular man or woman under a bright blue winter sky. Large bold Japanese text appears clearly in the image, positioned prominently near the character, with high contrast white or red color and soft shadow for readability. The font style is bold and dynamic, resembling brush calligraphy or New Year greeting style. Lighting is bright with HDR tone, background shows only sky and light clouds, no ground visible. The overall composition emphasizes both the strong body and the vivid text, creating an eye-catching and cheerful New Year atmosphere.

#",
"A muscular man doing push-ups with a kagami mochi on his back, Japanese text “正月も鍛錬！”","Ultra-realistic digital illustration of an extremely muscular man or woman under a bright blue winter sky. Large bold Japanese text appears clearly in the image, positioned prominently near the character, with high contrast white or red color and soft shadow for readability. The font style is bold and dynamic, resembling brush calligraphy or New Year greeting style. Lighting is bright with HDR tone, background shows only sky and light clouds, no ground visible. The overall composition emphasizes both the strong body and the vivid text, creating an eye-catching and cheerful New Year atmosphere.

#",
"A muscular woman stretching under the blue sky, Japanese text “寒いけど元気！”","Ultra-realistic digital illustration of an extremely muscular man or woman under a bright blue winter sky. Large bold Japanese text appears clearly in the image, positioned prominently near the character, with high contrast white or red color and soft shadow for readability. The font style is bold and dynamic, resembling brush calligraphy or New Year greeting style. Lighting is bright with HDR tone, background shows only sky and light clouds, no ground visible. The overall composition emphasizes both the strong body and the vivid text, creating an eye-catching and cheerful New Year atmosphere.

#",
"A muscular man bowing respectfully, Japanese text “あけおめ！”","Ultra-realistic digital illustration of an extremely muscular man or woman under a bright blue winter sky. Large bold Japanese text appears clearly in the image, positioned prominently near the character, with high contrast white or red color and soft shadow for readability. The font style is bold and dynamic, resembling brush calligraphy or New Year greeting style. Lighting is bright with HDR tone, background shows only sky and light clouds, no ground visible. The overall composition emphasizes both the strong body and the vivid text, creating an eye-catching and cheerful New Year atmosphere.

#",
"A muscular woman hugging a Shishi-mai lion head, Japanese text “おめでたい！”",,
"A muscular man flexing beside a rising sun, Japanese text “新しい一年スタート！”",,
"A muscular woman doing squats in a kimono, Japanese text “凍えるけど負けない！”",,
"A muscular man and woman jumping together with smiles, Japanese text “笑う門には筋肉来る！”",,
"A muscular man throwing confetti, Japanese text “新年お祝い！”",,
"A muscular woman sipping hot tea, Japanese text “ほっとひと息”",,
"A muscular man holding a daruma doll, Japanese text “目標達成！”",,
