prompt,prefix,suffix,title,done
"Japanese middle-aged man wearing a skin-tight full-body spandex suit, face exposed, looking up gratefully while teeth chattering, theme:「感謝」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.97 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#",":Text overlay (centered, bold, safe zone). winter

in cold winter",,1
"Japanese middle-aged man wearing a skin-tight full-body spandex suit, face exposed, bowing politely while violently shivering, painful expression, theme:「よろしくお願いします」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.98 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#",":Text (bold, safe zone). winter",,1
"Japanese middle-aged man wearing a skin-tight full-body spandex suit, face exposed, wiping brow with stiff frozen hand, exhausted cold expression, theme:「おつかれさまです」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.99 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#",":Text (bold, safe zone). winter",,1
"Japanese middle-aged man wearing a skin-tight full-body spandex suit, face exposed, pointing forward encouragingly while freezing, painful expression, theme:「いつでも言ってください」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.100 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick black outline, centered. snow and blue sky

in cold winter",,1
"Japanese middle-aged man wearing a skin-tight full-body spandex suit, face exposed, raising fist weakly with freezing painful expression, theme:「最高」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.101 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick black outline, centered. winter

in cold winter",,1
"Japanese middle-aged man wearing a skin-tight full-body spandex suit, face exposed, giving a strong thumbs-up while shaking from cold, painful expression, theme:「GOOD」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.102 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick black outline, centered. snow

in cold winter",,1
"Japanese middle-aged man wearing a skin-tight full-body spandex suit, face exposed, tiny hop of joy but clearly freezing, painful expression, theme:「わーい」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.103 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick black outline, centered. snow and blue sky

in cold winter",,1
"Japanese middle-aged man wearing a skin-tight full-body spandex suit, face exposed, waving goodbye warmly while freezing, painful expression, theme:「いってらっしゃい気を付けてね」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.104 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick black outline, centered. winter

in cold winter",,1
"Japanese middle-aged man wearing a skin-tight full-body spandex suit, face exposed, welcoming gesture with shivering and freezing painful expression, theme:「おかえりなさい」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.105 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick black outline, centered. snow

in cold winter",,1
"Japanese middle-aged man wearing a skin-tight full-body spandex suit, face exposed, raising hand while violently shivering, painful cold expression, theme:「ただいまー」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.106 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick black outline, centered. snow and blue sky

in cold winter",,1
"Japanese middle-aged man wearing a skin-tight full-body spandex suit, face exposed, bracing hard against a freezing gust, painful expression, theme:「大雪に気を付けて」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.107 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick black outline, centered. winter

in cold winter",,1
"Japanese middle-aged man wearing a skin-tight full-body spandex suit, face exposed, hugging himself desperately, intense frozen expression, thick icy breath, theme:「激寒！！」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.108 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick black outline, centered. snow

in cold winter",,1
"Japanese middle-aged man wearing a skin-tight full-body spandex suit, face exposed, wrapped in a thin blanket but still freezing painfully, theme:「暖かくして過ごしてね」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.109 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick black outline, centered. snow and blue sky

in cold winter",,1
"Japanese middle-aged man wearing a skin-tight full-body spandex suit, face exposed, covering mouth gently while freezing, caring painful expression, theme:「インフルエンザに気を付けてね」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.110 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick black outline, centered. winter

in cold winter",,1
"Japanese middle-aged man wearing a skin-tight full-body spandex suit, face exposed, stretching stiffly while shivering from cold, serious painful expression, theme:「体調管理最優先で」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.111 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick black outline, centered. snow

in cold winter",,1
"Japanese middle-aged man wearing a skin-tight full-body spandex suit, face exposed, holding a tiny Christmas ornament with freezing painful expression, theme:「素敵なクリスマスを」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.112 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick black outline, centered. snow and blue sky

in cold winter",,1
"Japanese middle-aged man wearing a skin-tight full-body spandex suit, face exposed, wearing a Santa hat while freezing, painful expression, icy breath, theme:「MerryChristmas」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.113 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick black outline, centered. winter

in cold winter",,1
"Japanese middle-aged man wearing a skin-tight full-body spandex suit, face exposed, holding a small Christmas twig decoration, freezing painful expression, theme:「Merry Xmas」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.114 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick black outline, centered. snow

in cold winter",,1
"Japanese middle-aged man wearing a skin-tight full-body spandex suit, face exposed, reaching forward expectantly with frozen painful smile, theme:「プレゼントお待ちしてます」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.115 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick black outline, centered. snow and blue sky

in cold winter",,1
"Japanese middle-aged man wearing a skin-tight full-body spandex suit, face exposed, hugging a gift tightly for warmth, freezing painful expression, theme:「プレゼントありがとう」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.116 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick black outline, centered. winter

in cold winter",,1
"Japanese middle-aged man wearing a skin-tight full-body spandex suit, face exposed, giving a gentle wave while shivering, painful cold expression, theme:「よい年末年始を」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.117 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick black outline, centered. snow

in cold winter",,1
"Japanese middle-aged man wearing a skin-tight full-body spandex suit, face exposed, rushing anxiously while freezing, painful expression, theme:「なんだかバタバタ忙しいね」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.118 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick black outline, centered. snow and blue sky

in cold winter",,1
"Japanese middle-aged man wearing a skin-tight full-body spandex suit, face exposed, bowing deeply with freezing painful expression, theme:「今年もお世話になりました」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.119 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick black outline, centered. winter

in cold winter",,1
"Japanese middle-aged man wearing a skin-tight full-body spandex suit, face exposed, hands together softly, freezing painful expression, theme:「よいお年をお過ごしください。」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.120 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick black outline, centered. snow

in cold winter",,1
"Japanese middle-aged man wearing a skin-tight full-body spandex suit, face exposed, waving calmly but clearly freezing, painful cold expression, theme:「よいお年を」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.121 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick black outline, centered. snow and blue sky

in cold winter",,1
"Japanese middle-aged man wearing a skin-tight full-body spandex suit, face exposed, raising both hands in celebration while still freezing, gentle frozen smile, theme:「あけましておめでとう」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.122 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick black outline, centered. winter

in cold winter",,1
"Japanese middle-aged man wearing a skin-tight full-body spandex suit, face exposed, giving a formal bow with a frozen polite smile, lightly shivering, theme:「あけましておめでとうございます」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.123 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick black outline, centered. snow

in cold winter",,1
"Japanese middle-aged man wearing a skin-tight full-body spandex suit, face exposed, waving friendly while shivering, gentle frozen smile, theme:「今年もよろしく」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.124 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick black outline, centered. snow and blue sky

in cold winter",,1
"Japanese middle-aged man wearing a skin-tight full-body spandex suit, face exposed, sincere bow with a frozen polite smile, lightly shaking, theme:「今年もよろしくお願いします」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.125 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick black outline, centered. winter

in cold winter",,1
"Japanese middle-aged man wearing a skin-tight full-body spandex suit, face exposed, holding an envelope shyly while freezing, gentle frozen smile, theme:「お年玉お待ちしております」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.126 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick black outline, centered. snow

in cold winter",,1
"Japanese middle-aged man wearing a skin-tight full-body spandex suit, face exposed, holding a small New Year decoration with a frozen polite smile, lightly shivering, theme:「謹賀新年」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.127 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick black outline, centered. snow and blue sky

in cold winter",,1
"Japanese middle-aged man wearing a skin-tight full-body spandex suit, face exposed, looking upward hopefully while shivering, gentle frozen smile, theme:「夢が叶う1年になりますように」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.128 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick black outline, centered. winter

in cold winter",,1
"Japanese middle-aged man wearing a skin-tight full-body spandex suit, face exposed, hands together wishing softly with a hopeful frozen smile, theme:「いいことたくさんありますように」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.129 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick black outline, centered. snow

in cold winter",,1
"Japanese middle-aged man wearing a skin-tight full-body spandex suit, face exposed, doing a small warm-up stretch while freezing, gentle determined smile, theme:「健康第一」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.130 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick black outline, centered. snow and blue sky

in cold winter",,1
