prompt,prefix,suffix,title,done
"charming Asian woman in elegant kimono, grateful expression with hand on chest, warm smile, text 'いつもありがとう', heartfelt atmosphere","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.273 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",claude_kimonogirl,1
"polite Asian woman in formal kimono, deep respectful bow, humble expression, text 'ぺこり', traditional Japanese courtesy","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.274 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",claude_kimonogirl,0
"beautiful Asian woman in traditional kimono, hands pressed together in request, earnest eyes, text 'お願いします', sincere pleading look","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.275 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",claude_kimonogirl,0
"excited Asian woman in festive kimono, jumping with joy, bright smile, text 'わーいやったー', celebration mood","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.276 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",claude_kimonogirl,0
"caring Asian woman in comfortable kimono, concerned gentle expression, reaching hand forward, text '無理しないでね', protective caring look","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.277 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",claude_kimonogirl,0
"attentive Asian woman in winter kimono, worried caring face, holding hot tea, text '風邪に気を付けましょう', health-conscious atmosphere","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.278 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",claude_kimonogirl,0
"warm Asian woman in thick winter kimono, caring expression, offering blanket gesture, text '身体はあたためてね', cozy protective mood","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.279 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",claude_kimonogirl,0
"thoughtful Asian woman in cold-weather kimono, holding steaming bowl, inviting smile, text '温かいものを食べよう', warm meal setting","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.280 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",claude_kimonogirl,0
"concerned Asian woman in winter formal kimono, gentle warning expression, text '寒さにお気をつけて', caring winter scene","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.281 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",claude_kimonogirl,0
"shivering Asian woman in winter kimono with scarf, exaggerated cold expression, text '寒すぎるー', freezing winter background","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.282 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",claude_kimonogirl,0
"agreeable Asian woman in casual kimono, nodding repeatedly, understanding smile, text 'うんうん', supportive expression","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.283 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",claude_kimonogirl,0
"anticipating Asian woman in elegant kimono, excited expectant smile, bright eyes, text '楽しみにしてます', joyful waiting mood","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.284 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",claude_kimonogirl,0
"thrilled Asian woman in vibrant kimono, sparkling eyes, enthusiastic expression, text 'わくわく', excited energy","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.285 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",claude_kimonogirl,0
"festive Asian woman in red and green kimono, Santa hat accessory, joyful smile, text 'Merry Christmas', Christmas decorations background","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.286 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",claude_kimonogirl,0
"cheerful Asian woman in holiday kimono, Christmas lights behind, warm smile, text 'Merry Xmas', festive party atmosphere","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.287 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",claude_kimonogirl,0
"grateful Asian woman in winter kimono, holding wrapped gift, thankful expression, text 'プレゼントありがとう', gift-giving scene","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.288 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",claude_kimonogirl,0
"curious Asian woman in Christmas kimono, examining gift box, playful smile, text 'クリスマスプレゼントかな?', mysterious anticipation","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.289 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",claude_kimonogirl,0
"romantic Asian woman in elegant winter kimono, tender expression, Christmas tree background, text 'ステキなクリスマスになりますように', magical holiday mood","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.290 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",claude_kimonogirl,0
"respectful Asian woman in formal year-end kimono, deep bow, grateful expression, text '今年もお世話になりました', traditional New Year preparation","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.291 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",claude_kimonogirl,0
"friendly Asian woman in transitional kimono, handshake gesture, warm smile, text '来年もよろしくお願いします', New Year greeting","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.292 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",claude_kimonogirl,0
"well-wishing Asian woman in formal kimono, raising sake cup, blessing gesture, text 'よいお年をお迎えください', farewell year atmosphere","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.293 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",claude_kimonogirl,0
"celebratory Asian woman in festive New Year kimono, first sunrise background, joyful smile, text 'あけましておめでとうございます', New Year dawn","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.294 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",claude_kimonogirl,0
"casual Asian woman in modern New Year kimono, peace sign, cheerful expression, text 'あけおめ', contemporary celebration","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.295 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",claude_kimonogirl,0
"hopeful Asian woman in auspicious colored kimono, prayer gesture, optimistic smile, text 'いいことたくさんありますように', blessing pose","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.296 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",claude_kimonogirl,0
"warm Asian woman in lucky New Year kimono, spreading arms wide, welcoming expression, text '幸せいっぱいの1年になりますように', abundant joy mood","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.297 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",claude_kimonogirl,0
"playful Asian woman in New Year kimono, expectant childlike smile, hands cupped, text 'お年玉待ってます', anticipating receiving","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.298 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",claude_kimonogirl,0
"thankful Asian woman in New Year kimono, bowing with received envelope, grateful smile, text 'お年玉ありがとう', appreciation moment","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.299 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",claude_kimonogirl,0
"dignified Asian woman in formal ceremonial kimono, traditional New Year pose, serious respectful expression, text '謹賀新年', formal celebration","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.300 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",claude_kimonogirl,0
"reliable Asian woman in professional New Year kimono, confident reassuring smile, text '今年もよろしくお願いします', trustworthy atmosphere","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.301 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",claude_kimonogirl,0
"friendly Asian woman in casual New Year kimono, abbreviated greeting gesture, modern smile, text 'ことよろ', contemporary relaxed","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.302 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",claude_kimonogirl,0
"professional Asian woman in business-formal kimono, respectful bow, sincere expression, text '本年もよろしくお願いします', year beginning formality","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.303 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",claude_kimonogirl,0
"optimistic Asian woman in bright colored kimono, thumbs up gesture, hopeful smile, text '良い年になりますように', positive energy","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.304 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",claude_kimonogirl,0
"relaxed Asian woman in comfortable lounging kimono, stretching peacefully, content smile, text 'ゆっくり休みます', rest and recovery","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.305 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",claude_kimonogirl,0
"health-conscious Asian woman in wellness-themed kimono, gentle pose, energetic smile, text '健康第一', vitality and strength","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.306 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",claude_kimonogirl,0
"An elegant Japanese woman in a modern refined kimono, gentle warm smile, soft winter light, graceful posture. Text:「了解です」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.307 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",gpt_kimonogirl,0
"A stylish kimono woman with a bright friendly expression, casual hand wave, natural charm. Text:「はーい」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.308 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",gpt_kimonogirl,0
"A confident beautiful kimono woman with a soft smile, hair swaying slightly in the breeze. Text:「いいですね」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.309 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",gpt_kimonogirl,0
"A graceful kimono woman giving a polite bow, warm affectionate eyes. Text:「よろしくお願いします」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.310 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",gpt_kimonogirl,0
"Morning sunlight, calm kimono woman stretching lightly, refreshing mood. Text:「おはようございます」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.311 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",gpt_kimonogirl,0
"Lantern-lit night, elegant kimono woman with a serene gentle smile. Text:「こんばんは」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.312 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",gpt_kimonogirl,0
"Winter street scene, kimono woman holding her sleeves close against the cold, breath turning white. Text:「寒いですねー」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.313 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",gpt_kimonogirl,0
"A soft tired smile, kimono woman massaging her shoulder gently, warm interior glow. Text:「お疲れ様です」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.314 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",gpt_kimonogirl,0
"A caring kimono woman offering a warm scarf toward the viewer, snow softly falling. Text:「あたたくして過ごしてね」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.315 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",gpt_kimonogirl,0
"Sleepy kimono woman with soft messy hair, peaceful nighttime room. Text:「おやすみなさい」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.316 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",gpt_kimonogirl,0
"Bright thankful smile, kimono woman leaning slightly forward with gratitude. Text:「いつもありがとう」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.317 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",gpt_kimonogirl,0
"Cute polite bow with flowing kimono sleeves, shy gentle expression. Text:「ぺこり」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.318 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",gpt_kimonogirl,0
"Warm kimono woman with gentle pleading eyes, hands softly together. Text:「お願いします」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.319 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",gpt_kimonogirl,0
"Joyful kimono woman raising both hands in excitement, bright sparkly expression. Text:「わーいやったー」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.320 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",gpt_kimonogirl,0
"Concerned kimono woman with a soft caring gaze, hand placed on chest. Text:「無理しないでね」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.321 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",gpt_kimonogirl,0
"Winter breeze lifting her hair, kimono woman offering a scarf with protective warmth. Text:「風邪に気を付けましょう」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.322 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",gpt_kimonogirl,0
"Cozy indoor light, kimono woman holding a warm drink with gentle smile. Text:「身体はあたためてね」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.323 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",gpt_kimonogirl,0
"Steam rising from a hot meal, kimono woman inviting you warmly. Text:「温かいものを食べよう」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.324 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",gpt_kimonogirl,0
"Snow swirling, kimono woman bracing gently against the wind. Text:「寒さにお気をつけて」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.325 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",gpt_kimonogirl,0
"Cute dramatic shiver, kimono woman pressing cheeks with cold expression. Text:「寒すぎるー」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.326 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",gpt_kimonogirl,0
"A soft approving nod, warm smile, gentle feminine aura. Text:「うんうん」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.327 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",gpt_kimonogirl,0
"Excited kimono woman with sparkly eyes, leaning forward slightly. Text:「楽しみにしてます」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.328 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",gpt_kimonogirl,0
"Hands clasped at chest, kimono woman glowing with excitement. Text:「わくわく」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.329 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",gpt_kimonogirl,0
"Christmas lights behind her, kimono woman smiling warmly. Text:「Merry Christmas」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.330 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",gpt_kimonogirl,0
"Playful holiday pose, kimono woman with soft snowflake sparkle. Text:「Merry Xmas」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.331 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",gpt_kimonogirl,0
Kimono woman offering a small gift box with heartfelt smile. Text:「プレゼントありがとう」,"hyper realistic photo, shot on Nikon Z9 with 85mm f/1.332 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",gpt_kimonogirl,0
"Playful head tilt, hidden gift behind her back. Text:「クリスマスプレゼントかな？」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.333 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",gpt_kimonogirl,0
"Elegant festive kimono, radiant warm smile. Text:「ステキなクリスマスになりますように」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.334 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",gpt_kimonogirl,0
"Kimono woman bowing softly with gratitude, gentle farewell-year mood. Text:「今年もお世話になりました」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.335 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",gpt_kimonogirl,0
"Bright optimistic smile, fresh hopeful feeling. Text:「来年もよろしくお願いします」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.336 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",gpt_kimonogirl,0
"Winter sunrise glow, kimono woman standing gracefully. Text:「よいお年をお迎えください」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.337 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",gpt_kimonogirl,0
"Cheerful celebratory pose, soft joyful eyes. Text:「あけましておめでとうございます」","hyper realistic photo, shot on Nikon Z9 with 85mm f/1.338 portrait, dutch tilt, clamshell beauty, kinetic, cinematic color grading, extremely detailed textures (super insane detail), depth of field, bokeh use rule of thirds, leading lines

#","place the quote in bold text with a thick outline, centered. ",gpt_kimonogirl,0
