prompt,prefix,suffix
"A silver horse-man laughing heartily in warm sunlight, text “笑っていこう！”  ","high-quality beautiful,  
under a perfectly clear bright blue winter sky with no clouds at all,  
background is pure blue with a smooth gradient and no visible ground,  
moderately large bold Japanese text,  
consistent single-color appearance within each individual image,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping key features like face or hands,  
white or subtle shadow outline for readability and contrast,  
maintains consistent margin and balanced placement across all images,  
natural winter lighting, soft directional light from above.  

#",
"A young horse-man with short brown mane waving, text “よろしく！”  ","high-quality beautiful,  
under a perfectly clear bright blue winter sky with no clouds at all,  
background is pure blue with a smooth gradient and no visible ground,  
moderately large bold Japanese text,  
consistent single-color appearance within each individual image,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping key features like face or hands,  
white or subtle shadow outline for readability and contrast,  
maintains consistent margin and balanced placement across all images,  
natural winter lighting, soft directional light from above.  

#",
"A calm horse-man with dark mane wearing a festive vest, text “お正月気分”  ","high-quality beautiful,  
under a perfectly clear bright blue winter sky with no clouds at all,  
background is pure blue with a smooth gradient and no visible ground,  
moderately large bold Japanese text,  
consistent single-color appearance within each individual image,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping key features like face or hands,  
white or subtle shadow outline for readability and contrast,  
maintains consistent margin and balanced placement across all images,  
natural winter lighting, soft directional light from above.  

#",
"A strong horse-man holding a rice cake, bright smile, text “いただきます！”  ","high-quality beautiful,  
under a perfectly clear bright blue winter sky with no clouds at all,  
background is pure blue with a smooth gradient and no visible ground,  
moderately large bold Japanese text,  
consistent single-color appearance within each individual image,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping key features like face or hands,  
white or subtle shadow outline for readability and contrast,  
maintains consistent margin and balanced placement across all images,  
natural winter lighting, soft directional light from above.  

#",
"A white horse-man with gold-trimmed hoodie, smirking, text “俺が主役”  ","high-quality beautiful,  
under a perfectly clear bright blue winter sky with no clouds at all,  
background is pure blue with a smooth gradient and no visible ground,  
moderately large bold Japanese text,  
consistent single-color appearance within each individual image,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping key features like face or hands,  
white or subtle shadow outline for readability and contrast,  
maintains consistent margin and balanced placement across all images,  
natural winter lighting, soft directional light from above.  

#",
"A playful brown horse-man with short mane jumping, text “全力で楽しむ！”  ","high-quality beautiful,  
under a perfectly clear bright blue winter sky with no clouds at all,  
background is pure blue with a smooth gradient and no visible ground,  
moderately large bold Japanese text,  
consistent single-color appearance within each individual image,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping key features like face or hands,  
white or subtle shadow outline for readability and contrast,  
maintains consistent margin and balanced placement across all images,  
natural winter lighting, soft directional light from above.  

#",
"A serious horse-man with silver mane and folded arms, text “集中する年”  ","high-quality beautiful,  
under a perfectly clear bright blue winter sky with no clouds at all,  
background is pure blue with a smooth gradient and no visible ground,  
moderately large bold Japanese text,  
consistent single-color appearance within each individual image,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping key features like face or hands,  
white or subtle shadow outline for readability and contrast,  
maintains consistent margin and balanced placement across all images,  
natural winter lighting, soft directional light from above.  

#",
"A charming horse-man with caramel mane, holding his hood, text “新春ダッシュ！”  ","high-quality beautiful,  
under a perfectly clear bright blue winter sky with no clouds at all,  
background is pure blue with a smooth gradient and no visible ground,  
moderately large bold Japanese text,  
consistent single-color appearance within each individual image,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping key features like face or hands,  
white or subtle shadow outline for readability and contrast,  
maintains consistent margin and balanced placement across all images,  
natural winter lighting, soft directional light from above.  

#",
"A powerful horse-man standing tall in the wind, text “走り出せ！”  ","high-quality beautiful,  
under a perfectly clear bright blue winter sky with no clouds at all,  
background is pure blue with a smooth gradient and no visible ground,  
moderately large bold Japanese text,  
consistent single-color appearance within each individual image,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping key features like face or hands,  
white or subtle shadow outline for readability and contrast,  
maintains consistent margin and balanced placement across all images,  
natural winter lighting, soft directional light from above.  

#",
"A cheerful horse-man with black mane, hand raised high, text “あけおめスマイル！”  ","high-quality beautiful,  
under a perfectly clear bright blue winter sky with no clouds at all,  
background is pure blue with a smooth gradient and no visible ground,  
moderately large bold Japanese text,  
consistent single-color appearance within each individual image,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping key features like face or hands,  
white or subtle shadow outline for readability and contrast,  
maintains consistent margin and balanced placement across all images,  
natural winter lighting, soft directional light from above.  

#",
"A gentle horse-man with long mane, tilting head slightly, text “平和が一番”  ","high-quality beautiful,  
under a perfectly clear bright blue winter sky with no clouds at all,  
background is pure blue with a smooth gradient and no visible ground,  
moderately large bold Japanese text,  
consistent single-color appearance within each individual image,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping key features like face or hands,  
white or subtle shadow outline for readability and contrast,  
maintains consistent margin and balanced placement across all images,  
natural winter lighting, soft directional light from above.  

#",
"A lively horse-man with beige mane, mid-run pose, text “今年も全開！”  ","high-quality beautiful,  
under a perfectly clear bright blue winter sky with no clouds at all,  
background is pure blue with a smooth gradient and no visible ground,  
moderately large bold Japanese text,  
consistent single-color appearance within each individual image,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping key features like face or hands,  
white or subtle shadow outline for readability and contrast,  
maintains consistent margin and balanced placement across all images,  
natural winter lighting, soft directional light from above.  

#",
"A proud horse-man with silver mane, confident grin, text “主役の座は譲らない”  ","high-quality beautiful,  
under a perfectly clear bright blue winter sky with no clouds at all,  
background is pure blue with a smooth gradient and no visible ground,  
moderately large bold Japanese text,  
consistent single-color appearance within each individual image,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping key features like face or hands,  
white or subtle shadow outline for readability and contrast,  
maintains consistent margin and balanced placement across all images,  
natural winter lighting, soft directional light from above.  

#",
"A calm horse-man sipping warm drink, text “お正月、最高。”  ","high-quality beautiful,  
under a perfectly clear bright blue winter sky with no clouds at all,  
background is pure blue with a smooth gradient and no visible ground,  
moderately large bold Japanese text,  
consistent single-color appearance within each individual image,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping key features like face or hands,  
white or subtle shadow outline for readability and contrast,  
maintains consistent margin and balanced placement across all images,  
natural winter lighting, soft directional light from above.  

#",
"A relaxed horse-man with dark mane and scarf, text “のんびり過ごそう”  ","high-quality beautiful,  
under a perfectly clear bright blue winter sky with no clouds at all,  
background is pure blue with a smooth gradient and no visible ground,  
moderately large bold Japanese text,  
consistent single-color appearance within each individual image,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping key features like face or hands,  
white or subtle shadow outline for readability and contrast,  
maintains consistent margin and balanced placement across all images,  
natural winter lighting, soft directional light from above.  

#",
"A strong horse-man with gold mane pointing forward, text “目標へGO！”  ","high-quality beautiful,  
under a perfectly clear bright blue winter sky with no clouds at all,  
background is pure blue with a smooth gradient and no visible ground,  
moderately large bold Japanese text,  
consistent single-color appearance within each individual image,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping key features like face or hands,  
white or subtle shadow outline for readability and contrast,  
maintains consistent margin and balanced placement across all images,  
natural winter lighting, soft directional light from above.  

#",
"A cool horse-man with brown mane under soft light, text “静かな朝”  ","high-quality beautiful,  
under a perfectly clear bright blue winter sky with no clouds at all,  
background is pure blue with a smooth gradient and no visible ground,  
moderately large bold Japanese text,  
consistent single-color appearance within each individual image,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping key features like face or hands,  
white or subtle shadow outline for readability and contrast,  
maintains consistent margin and balanced placement across all images,  
natural winter lighting, soft directional light from above.  

#",
"A laughing horse-man holding mochi with one hand, text “甘い幸せ！”  ","high-quality beautiful,  
under a perfectly clear bright blue winter sky with no clouds at all,  
background is pure blue with a smooth gradient and no visible ground,  
moderately large bold Japanese text,  
consistent single-color appearance within each individual image,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping key features like face or hands,  
white or subtle shadow outline for readability and contrast,  
maintains consistent margin and balanced placement across all images,  
natural winter lighting, soft directional light from above.  

#",
"A silver horse-man looking up at the sky, text “新しい年のはじまり”  ","high-quality beautiful,  
under a perfectly clear bright blue winter sky with no clouds at all,  
background is pure blue with a smooth gradient and no visible ground,  
moderately large bold Japanese text,  
consistent single-color appearance within each individual image,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping key features like face or hands,  
white or subtle shadow outline for readability and contrast,  
maintains consistent margin and balanced placement across all images,  
natural winter lighting, soft directional light from above.  

#",
"A dark-brown horse-man with folded arms, smirk on face, text “やる気しかない”  ","high-quality beautiful,  
under a perfectly clear bright blue winter sky with no clouds at all,  
background is pure blue with a smooth gradient and no visible ground,  
moderately large bold Japanese text,  
consistent single-color appearance within each individual image,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping key features like face or hands,  
white or subtle shadow outline for readability and contrast,  
maintains consistent margin and balanced placement across all images,  
natural winter lighting, soft directional light from above.  

#",
"A friendly horse-man with ponytail mane, waving softly, text “今年もよろしく！”  ","high-quality beautiful,  
under a perfectly clear bright blue winter sky with no clouds at all,  
background is pure blue with a smooth gradient and no visible ground,  
moderately large bold Japanese text,  
consistent single-color appearance within each individual image,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping key features like face or hands,  
white or subtle shadow outline for readability and contrast,  
maintains consistent margin and balanced placement across all images,  
natural winter lighting, soft directional light from above.  

#",
"A proud horse-man holding traditional fan, text “祝いの舞”  ","high-quality beautiful,  
under a perfectly clear bright blue winter sky with no clouds at all,  
background is pure blue with a smooth gradient and no visible ground,  
moderately large bold Japanese text,  
consistent single-color appearance within each individual image,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping key features like face or hands,  
white or subtle shadow outline for readability and contrast,  
maintains consistent margin and balanced placement across all images,  
natural winter lighting, soft directional light from above.  

#",
"A calm horse-man with long flowing mane, gentle gaze, text “穏やかな日”  ","high-quality beautiful,  
under a perfectly clear bright blue winter sky with no clouds at all,  
background is pure blue with a smooth gradient and no visible ground,  
moderately large bold Japanese text,  
consistent single-color appearance within each individual image,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping key features like face or hands,  
white or subtle shadow outline for readability and contrast,  
maintains consistent margin and balanced placement across all images,  
natural winter lighting, soft directional light from above.  

#",
"A joyful horse-man clapping hands together, text “ハッピーニューイヤー！”  ","high-quality beautiful,  
under a perfectly clear bright blue winter sky with no clouds at all,  
background is pure blue with a smooth gradient and no visible ground,  
moderately large bold Japanese text,  
consistent single-color appearance within each individual image,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping key features like face or hands,  
white or subtle shadow outline for readability and contrast,  
maintains consistent margin and balanced placement across all images,  
natural winter lighting, soft directional light from above.  

#",
"A confident horse-man with short mane and red hoodie, text “駆け抜けろ！”  ","high-quality beautiful,  
under a perfectly clear bright blue winter sky with no clouds at all,  
background is pure blue with a smooth gradient and no visible ground,  
moderately large bold Japanese text,  
consistent single-color appearance within each individual image,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping key features like face or hands,  
white or subtle shadow outline for readability and contrast,  
maintains consistent margin and balanced placement across all images,  
natural winter lighting, soft directional light from above.  

#",
"A silver-gray horse-man looking toward the camera, text “一歩ずついこう”  ","high-quality beautiful,  
under a perfectly clear bright blue winter sky with no clouds at all,  
background is pure blue with a smooth gradient and no visible ground,  
moderately large bold Japanese text,  
consistent single-color appearance within each individual image,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping key features like face or hands,  
white or subtle shadow outline for readability and contrast,  
maintains consistent margin and balanced placement across all images,  
natural winter lighting, soft directional light from above.  

#",
"A cheerful horse-man with golden mane in a kimono-style jacket, text “お正月だ！”  ","high-quality beautiful,  
under a perfectly clear bright blue winter sky with no clouds at all,  
background is pure blue with a smooth gradient and no visible ground,  
moderately large bold Japanese text,  
consistent single-color appearance within each individual image,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping key features like face or hands,  
white or subtle shadow outline for readability and contrast,  
maintains consistent margin and balanced placement across all images,  
natural winter lighting, soft directional light from above.  

#",
"A composed horse-man with brown mane, adjusting scarf, text “心を整える”  ","high-quality beautiful,  
under a perfectly clear bright blue winter sky with no clouds at all,  
background is pure blue with a smooth gradient and no visible ground,  
moderately large bold Japanese text,  
consistent single-color appearance within each individual image,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping key features like face or hands,  
white or subtle shadow outline for readability and contrast,  
maintains consistent margin and balanced placement across all images,  
natural winter lighting, soft directional light from above.  

#",
"A dark horse-man with intense eyes and crossed arms, text “負けない年に”  ","high-quality beautiful,  
under a perfectly clear bright blue winter sky with no clouds at all,  
background is pure blue with a smooth gradient and no visible ground,  
moderately large bold Japanese text,  
consistent single-color appearance within each individual image,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping key features like face or hands,  
white or subtle shadow outline for readability and contrast,  
maintains consistent margin and balanced placement across all images,  
natural winter lighting, soft directional light from above.  

#",
"A kind horse-man offering small lucky charm, text “幸せ届けます！”  ","high-quality beautiful,  
under a perfectly clear bright blue winter sky with no clouds at all,  
background is pure blue with a smooth gradient and no visible ground,  
moderately large bold Japanese text,  
consistent single-color appearance within each individual image,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping key features like face or hands,  
white or subtle shadow outline for readability and contrast,  
maintains consistent margin and balanced placement across all images,  
natural winter lighting, soft directional light from above.  

#",
"A light-brown horse-man with loose mane, smiling softly, text “やすらぎの朝”  ","high-quality beautiful,  
under a perfectly clear bright blue winter sky with no clouds at all,  
background is pure blue with a smooth gradient and no visible ground,  
moderately large bold Japanese text,  
consistent single-color appearance within each individual image,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping key features like face or hands,  
white or subtle shadow outline for readability and contrast,  
maintains consistent margin and balanced placement across all images,  
natural winter lighting, soft directional light from above.  

#",
"A lively horse-man jumping with joy, text “全力疾走！”  ","high-quality beautiful,  
under a perfectly clear bright blue winter sky with no clouds at all,  
background is pure blue with a smooth gradient and no visible ground,  
moderately large bold Japanese text,  
consistent single-color appearance within each individual image,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping key features like face or hands,  
white or subtle shadow outline for readability and contrast,  
maintains consistent margin and balanced placement across all images,  
natural winter lighting, soft directional light from above.  

#",
"A calm horse-man with long white mane, serene pose, text “静かに始まる年”  ","high-quality beautiful,  
under a perfectly clear bright blue winter sky with no clouds at all,  
background is pure blue with a smooth gradient and no visible ground,  
moderately large bold Japanese text,  
consistent single-color appearance within each individual image,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping key features like face or hands,  
white or subtle shadow outline for readability and contrast,  
maintains consistent margin and balanced placement across all images,  
natural winter lighting, soft directional light from above.  

#",
"A cheerful horse-man leaning toward camera, text “今年もがんばろう！”  ","high-quality beautiful,  
under a perfectly clear bright blue winter sky with no clouds at all,  
background is pure blue with a smooth gradient and no visible ground,  
moderately large bold Japanese text,  
consistent single-color appearance within each individual image,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping key features like face or hands,  
white or subtle shadow outline for readability and contrast,  
maintains consistent margin and balanced placement across all images,  
natural winter lighting, soft directional light from above.  

#",
"A proud horse-man standing tall with hands on waist, text “馬力で行く！”  ","high-quality beautiful,  
under a perfectly clear bright blue winter sky with no clouds at all,  
background is pure blue with a smooth gradient and no visible ground,  
moderately large bold Japanese text,  
consistent single-color appearance within each individual image,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping key features like face or hands,  
white or subtle shadow outline for readability and contrast,  
maintains consistent margin and balanced placement across all images,  
natural winter lighting, soft directional light from above.  

#",
"A gentle horse-man with messy hair, bright smile, text “笑顔で迎えよう！”  ","high-quality beautiful,  
under a perfectly clear bright blue winter sky with no clouds at all,  
background is pure blue with a smooth gradient and no visible ground,  
moderately large bold Japanese text,  
consistent single-color appearance within each individual image,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping key features like face or hands,  
white or subtle shadow outline for readability and contrast,  
maintains consistent margin and balanced placement across all images,  
natural winter lighting, soft directional light from above.  

#",
"A confident horse-man with dark chestnut mane, text “スタートの瞬間”  ","high-quality beautiful,  
under a perfectly clear bright blue winter sky with no clouds at all,  
background is pure blue with a smooth gradient and no visible ground,  
moderately large bold Japanese text,  
consistent single-color appearance within each individual image,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping key features like face or hands,  
white or subtle shadow outline for readability and contrast,  
maintains consistent margin and balanced placement across all images,  
natural winter lighting, soft directional light from above.  

#",
"A silver horse-man with playful grin, text “走り続ける！”  ","high-quality beautiful,  
under a perfectly clear bright blue winter sky with no clouds at all,  
background is pure blue with a smooth gradient and no visible ground,  
moderately large bold Japanese text,  
consistent single-color appearance within each individual image,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping key features like face or hands,  
white or subtle shadow outline for readability and contrast,  
maintains consistent margin and balanced placement across all images,  
natural winter lighting, soft directional light from above.  

#",
"A relaxed horse-man resting against tree, text “昼寝日和”  ","high-quality beautiful,  
under a perfectly clear bright blue winter sky with no clouds at all,  
background is pure blue with a smooth gradient and no visible ground,  
moderately large bold Japanese text,  
consistent single-color appearance within each individual image,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping key features like face or hands,  
white or subtle shadow outline for readability and contrast,  
maintains consistent margin and balanced placement across all images,  
natural winter lighting, soft directional light from above.  

#",
"A heroic horse-man in coat fluttering, text “風を切って進め！”  ","high-quality beautiful,  
under a perfectly clear bright blue winter sky with no clouds at all,  
background is pure blue with a smooth gradient and no visible ground,  
moderately large bold Japanese text,  
consistent single-color appearance within each individual image,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping key features like face or hands,  
white or subtle shadow outline for readability and contrast,  
maintains consistent margin and balanced placement across all images,  
natural winter lighting, soft directional light from above.  

#",
"A humble horse-man bowing politely, text “今年もよろしくお願いします！”  ","high-quality beautiful,  
under a perfectly clear bright blue winter sky with no clouds at all,  
background is pure blue with a smooth gradient and no visible ground,  
moderately large bold Japanese text,  
consistent single-color appearance within each individual image,  
automatically scaled to fit safely within the frame without touching edges,  
placed near the character but not overlapping key features like face or hands,  
white or subtle shadow outline for readability and contrast,  
maintains consistent margin and balanced placement across all images,  
natural winter lighting, soft directional light from above.  

#",
